ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
264857,J. Thompson,18,Chile,Colo-Colo,Primera Division (Chile),€2.4M,€2K,52.2,72.6,23.7,9.8,67,LM,161cm,Left
264769,Ó. González,31,Venezuela,Monagas,Primera Division (Venezuela),€750K,€500,60.0,67.0,67.0,13.4,67,LB,185cm,Left
264728,A. Kaplan,20,Turkey,Ajax,Eredivisie (Netherlands),€2.3M,€4K,40.4,58.0,68.0,12.2,67,CB,189cm,Left
264707,M. Avilés,35,Venezuela,Independiente Petrolero,Liga De Futbol Prof (Bolivia),€400K,€500,60.0,66.0,66.0,10.0,67,CM,180cm,Right
264689,R. Litvinov,19,Russia,Spartak Moskva,Premier League (Russia),€2.1M,€8K,59.2,65.8,65.0,9.8,67,CDM,183cm,Right
264681,J. Wilson-Esbrand,20,England,Stade de Reims ,Ligue 1 (France),€2.3M,€20K,49.0,76.8,63.7,9.0,67,LWB,176cm,Left
264578,A. Máx,29,Argentina,Cerro Largo,Primera Division (Uruguay),€875K,€500,54.8,67.0,65.7,10.2,67,CDM,168cm,Right
264489,Trilli,20,Spain,FC Barcelona,La Liga (Spain),€2.1M,€22K,48.4,61.8,66.3,12.4,67,RB,186cm,Right
264425,M. Mohebi,24,Iran,Santa Clara,Liga Portugal (Portugal),€1.6M,€2K,63.0,68.6,31.3,9.6,67,ST,186cm,Right
264311,R. Providence,21,France,Hartberg,Bundesliga (Austria),€2.1M,€4K,58.8,79.8,25.0,8.2,67,RM,178cm,Right
264304,K. Kodisang,23,South Africa,Moreirense,Liga Portugal (Portugal),€1.6M,€5K,61.2,77.4,26.7,10.8,67,CAM,168cm,Left
264251,D. Jurić,23,Australia,Dinamo Zagreb,1. HNL (Croatia),€1.5M,€500,60.6,70.0,22.0,9.4,67,ST,188cm,Right
264248,D. van der Kust,22,Suriname,Sparta Rotterdam,Eredivisie (Netherlands),€1.5M,€3K,45.2,78.4,61.3,10.2,67,LB,168cm,Left
264230,Ureña,20,Spain,Leganés,La Liga 2 (Spain),€2.2M,€6K,58.0,72.2,31.7,10.8,67,RM,180cm,Right
264207,I. Koné,21,Canada,Watford,Championship (England),€2.5M,€9K,50.0,67.6,57.7,9.8,67,CAM,188cm,Right
264194,J. Castrop,19,Germany,Nürnberg,2. Bundesliga (Germany),€2.2M,€3K,54.6,77.8,57.7,11.8,67,CAM,178cm,Right
264191,G. Lagerbielke,23,Sweden,Celtic,Premiership (Scotland),€2.1M,€13K,43.6,55.8,65.3,11.4,67,CB,193cm,Right
264181,Ž. Gavrić,21,Serbia,Ferencváros,NB I. (Hungary),€2.3M,€500,62.4,71.6,49.3,13.8,67,CAM,181cm,Right
264176,Kevin,21,Spain,Gil Vicente,Liga Portugal (Portugal),€2.3M,€3K,55.0,78.0,32.3,9.8,67,CAM,173cm,Right
264173,Iván Romero,22,Spain,Levante,La Liga 2 (Spain),€2.3M,€4K,61.4,80.4,45.0,9.4,67,ST,172cm,Right
264160,Pablo Ibáñez,24,Spain,Osasuna,La Liga (Spain),€1.5M,€8K,53.6,62.2,58.3,11.0,67,CM,179cm,Right
264158,Diego Moreno,22,Spain,Mirandés,La Liga 2 (Spain),€2.2M,€7K,49.8,68.2,63.0,9.6,67,RB,177cm,Right
264105,Pep Gayà,22,Spain,Amorebieta,La Liga 2 (Spain),€2.1M,€7K,48.4,49.4,67.3,13.2,67,CB,185cm,Right
263953,S. Edozie,20,England,Southampton,Championship (England),€2.5M,€12K,53.6,73.6,29.7,10.0,67,RM,181cm,Right
263790,Léo Chú,23,Brazil,Seattle Sounders,Major League Soccer (United States),€2.3M,€3K,56.2,74.0,27.0,11.2,67,LM,178cm,Left
263787,Victor Bobsin,23,Brazil,Daegu,K League 1 (Korea Republic),€2.1M,€2K,52.0,61.2,65.3,8.8,67,CM,185cm,Right
263784,Rodrigues,25,Brazil,San Jose Earthquakes,Major League Soccer (United States),€1.4M,€3K,44.4,60.2,70.7,12.0,67,CB,188cm,Right
263773,T. Beelen,22,Netherlands,Feyenoord,Eredivisie (Netherlands),€2.1M,€5K,53.2,63.6,66.3,9.8,67,CDM,180cm,Right
263732,Anderson Cordeiro,23,Brazil,Casa Pia,Liga Portugal (Portugal),€1.6M,€2K,56.6,72.2,24.3,9.8,67,RW,176cm,Right
263685,C. Taylor,20,England,West Bromwich Albion,Championship (England),€2.1M,€8K,41.8,54.6,68.3,8.4,67,CB,188cm,Right
263617,Beñat Prados,22,Spain,Athletic Club,La Liga (Spain),€2.1M,€7K,60.2,68.2,71.0,10.6,67,CB,180cm,Right
263583,O. Ergün,30,Turkey,İstanbul Başakşehir,Super Lig (Turkey),€850K,€8K,61.6,62.4,64.7,7.8,67,CDM,185cm,Right
263575,C. Riedel,19,Germany,Darmstadt 98,Bundesliga (Germany),€2.3M,€4K,42.2,55.4,69.0,11.4,67,CB,186cm,Right
263562,H. Ghacha,26,Algeria,Antalyaspor,Super Lig (Turkey),€1.1M,€9K,58.0,74.2,31.0,10.6,67,RM,170cm,Right
263522,J. Sarmiento,21,Ecuador,West Bromwich Albion,Championship (England),€2.5M,€16K,57.0,72.4,29.7,12.0,67,CAM,178cm,Right
263511,J. Palacios,23,Colombia,Independiente Medellín,Liga BetPlay (Colombia),€1.9M,€1K,38.2,59.8,66.3,8.8,67,CB,188cm,Right
263502,F. Zapiola,22,Argentina,Estudiantes,Liga Profesional (Argentina),€2.1M,€5K,60.4,70.4,53.7,11.8,67,CAM,176cm,Left
263493,M. Makarić,26,Serbia,AaB,Superliga (Denmark),€1.2M,€6K,62.4,62.6,18.3,9.4,67,ST,185cm,Right
263439,Paulo Bernardo,21,Portugal,Celtic,Premiership (Scotland),€2.5M,€3K,58.4,69.6,51.0,8.0,67,CAM,180cm,Right
263417,P. Joly,23,France,Auxerre,Ligue 2 (France),€2.2M,€2K,52.2,56.4,69.0,9.2,67,CB,182cm,Left
263342,Volnei Feltes,23,Brazil,Estoril,Liga Portugal (Portugal),€2.1M,€2K,47.6,53.4,69.7,8.4,67,CB,188cm,Right
263268,Y. Cathline,20,France,Almere City,Eredivisie (Netherlands),€2.5M,€7K,55.4,73.4,46.0,11.8,67,CAM,176cm,Right
263232,Luiz Felipe,26,Brazil,Farense,Liga Portugal (Portugal),€1.1M,€2K,11.2,34.0,10.3,67.0,67,GK,198cm,Left
263194,I. Gharbi,19,Spain,Stade Lausanne-Ouchy,Super League (Switzerland),€2.4M,€14K,53.6,73.0,40.0,10.4,67,CAM,167cm,Right
263124,M. Cabrera,26,Uruguay,Liverpool,Primera Division (Uruguay),€1.2M,€500,64.0,59.8,13.3,8.4,67,ST,185cm,Right
263072,Filipe Cardoso,27,Portugal,Marítimo,Liga Portugal (Portugal),€1.2M,€4K,55.8,54.8,64.7,11.4,67,CB,190cm,Right
263059,Tomás Händel,22,Portugal,Vitória SC,Liga Portugal (Portugal),€2.4M,€3K,56.2,70.8,64.7,10.4,67,LWB,180cm,Left
262984,K. Schumacher,25,Germany,Hansa Rostock,2. Bundesliga (Germany),€1.3M,€5K,58.4,73.0,27.3,10.6,67,LM,182cm,Left
262906,Y. Engelhardt,22,Germany,Fortuna Düsseldorf,2. Bundesliga (Germany),€2.2M,€7K,53.2,65.8,62.0,10.0,67,CDM,184cm,Right
262881,R. Rios,21,Colombia,Mazatlán,Liga MX (Mexico),€2.2M,€3K,51.4,60.0,67.3,9.8,67,CDM,185cm,Right
262709,M. Bokele,23,Cameroon,Bordeaux,Ligue 2 (France),€1.9M,€3K,57.2,60.6,69.0,11.4,67,CB,189cm,Right
262668,J. Makengo,21,France,SC Freiburg,Bundesliga (Germany),€2.2M,€6K,45.8,70.4,66.0,11.6,67,CB,190cm,Left
262666,P. Treu,22,Germany,St. Pauli,2. Bundesliga (Germany),€2.2M,€5K,50.6,76.0,62.3,7.8,67,RM,172cm,Right
262665,K. Schmidt,21,Germany,SC Freiburg,Bundesliga (Germany),€2.1M,€6K,41.4,66.4,67.0,10.2,67,CB,187cm,Left
262638,E. Makgopa,22,South Africa,Orlando Pirates,Premier League (South Africa),€2.3M,€500,58.4,66.0,26.7,9.8,67,ST,188cm,Right
262620,Serginho,27,Brazil,Giresunspor,Super Lig (Turkey),€1.1M,€5K,61.8,64.8,36.7,8.0,67,RM,180cm,Right
262582,M. Čuić,20,Croatia,Hajduk Split,1. HNL (Croatia),€2.2M,€500,53.8,67.8,46.3,9.0,67,CAM,184cm,Right
262577,K. Sentić,21,Croatia,Hajduk Split,1. HNL (Croatia),€2.2M,€500,16.0,45.2,15.3,65.8,67,GK,193cm,Right
262566,F. Zabala,24,Argentina,Olimpia,Primera División (Paraguay),€1.5M,€500,50.8,71.6,61.7,12.4,67,LB,172cm,Left
262539,I. Said,21,Nigeria,Viborg,Superliga (Denmark),€2.3M,€4K,52.6,80.0,24.7,12.4,67,RM,173cm,Right
262538,Y. Bakiz,23,Denmark,AaB,Superliga (Denmark),€1.6M,€5K,61.0,67.8,27.0,9.4,67,CAM,186cm,Left
262504,J. Blasco,24,France,Huesca,La Liga 2 (Spain),€1.5M,€3K,56.8,59.8,67.3,8.8,67,CB,185cm,Right
262500,Olasagasti,22,Spain,Real Sociedad,La Liga (Spain),€2.3M,€9K,56.6,65.4,63.3,12.2,67,CM,176cm,Left
262477,A. Sefer,22,Romania,Rapid Bucuresti,Liga 1 (Romania),€2.3M,€4K,55.8,76.4,28.0,9.6,67,LM,182cm,Left
262431,H. Zagbayou,31,Côte d'Ivoire,Vizela,Liga Portugal (Portugal),€725K,€2K,53.0,67.0,66.0,10.2,67,CDM,170cm,Right
262426,M. Aidara,25,Côte d'Ivoire,Vizela,Liga Portugal (Portugal),€1.3M,€2K,41.2,48.8,67.7,10.2,67,CB,186cm,Right
262396,J. Idzes,23,Netherlands,Venezia,Serie B (Italy),€1.5M,€1K,54.0,56.4,67.3,11.0,67,CB,190cm,Right
262389,K. Gezos,30,Greece,Austria Klagenfurt,Bundesliga (Austria),€825K,€3K,50.6,56.2,64.7,10.0,67,CB,182cm,Right
262384,P. Greil,26,Austria,Rapid Wien,Bundesliga (Austria),€1.2M,€7K,59.8,67.4,48.3,10.8,67,CAM,184cm,Right
262343,S. Quemper,30,France,Ajaccio,Ligue 2 (France),€875K,€3K,53.4,71.4,60.0,10.8,67,LB,178cm,Left
262310,M. Gómez,21,Paraguay,Olimpia,Primera División (Paraguay),€2.3M,€500,47.4,68.4,60.0,10.2,67,CM,174cm,Right
262303,Ekain,29,Spain,Racing Santander,La Liga 2 (Spain),€1M,€4K,62.4,70.4,25.7,10.2,67,ST,179cm,Right
262267,R. Oratmangoen,25,Netherlands,Fortuna Sittard,Eredivisie (Netherlands),€1.3M,€5K,53.2,67.6,35.7,9.6,67,RM,180cm,Right
262251,K. Tobiasz,20,Poland,Legia Warszawa,Ekstraklasa (Poland),€2.1M,€2K,11.8,33.2,11.7,65.4,67,GK,191cm,Left
262217,M. Winkler,20,Germany,Hertha BSC,2. Bundesliga (Germany),€2.5M,€4K,61.2,71.0,20.3,9.6,67,ST,184cm,Left
262183,B. Idrizi,25,Kosovo,Schalke 04,2. Bundesliga (Germany),€1.3M,€5K,57.8,73.6,53.0,8.2,67,CAM,176cm,Right
262158,Y. Nadrani,25,France,AaB,Superliga (Denmark),€1.3M,€5K,46.2,68.8,69.0,11.8,67,CB,183cm,Right
262100,R. Balker,23,Netherlands,FC Groningen,Eredivisie (Netherlands),€1.5M,€3K,45.4,66.6,67.0,8.2,67,CB,193cm,Right
262072,J. Varane,21,France,Sporting Gijón,La Liga 2 (Spain),€2.2M,€2K,51.8,63.0,66.0,11.8,67,CDM,185cm,Right
261999,J. Hahn,26,Hungary,No Team,Free Agent,€0,€0,64.2,68.0,19.7,11.2,67,ST,183cm,Right
261714,Kong Qiqiang,22,China PR,Jiangsu,Super League (China PR),€1.4M,€6K,55.8,66.2,60.0,11.4,67,CM,184cm,Right
261661,M. Fixelles,26,Belgium,Westerlo,Jupiler Pro League (Belgium),€1.2M,€4K,63.4,61.4,61.7,10.0,67,CM,183cm,Right
261650,Y. Cassubie,22,France,Bordeaux,Ligue 2 (France),€1.9M,€3K,57.0,67.0,65.7,10.6,67,CDM,184cm,Right
261626,A. Rayan,23,Egypt,Altay,Super Lig (Turkey),€1.6M,€5K,60.2,63.6,32.7,11.8,67,ST,185cm,Right
261491,A. Andrejević,31,Serbia,Qingdao Hainiu,Super League (China PR),€700K,€4K,41.2,58.8,65.3,10.0,67,CB,188cm,Right
261446,M. Aydın,21,Turkey,Trabzonspor,Super Lig (Turkey),€2.2M,€3K,58.8,74.8,61.7,11.2,67,RM,179cm,Right
261388,E. Garnås,28,Norway,Lillestrøm,Eliteserien (Norway),€975K,€2K,45.4,44.6,64.3,9.4,67,CB,190cm,Right
261273,D. Juárez,21,Argentina,Unión Santa Fe,Liga Profesional (Argentina),€2.3M,€4K,61.6,77.6,37.0,10.6,67,ST,174cm,Right
261247,E. Cabezas,24,Ecuador,Independiente del Valle,Liga Pro (Ecuador),€1.4M,€500,42.2,58.6,66.0,10.2,67,CB,179cm,Right
261227,S. Akinyoola,22,Benin,Caracas,Primera Division (Venezuela),€2.3M,€500,59.6,65.6,18.3,8.4,67,ST,173cm,Right
261226,E. Castillo,28,Venezuela,Monagas,Primera Division (Venezuela),€900K,€500,47.2,57.4,66.0,11.0,67,CDM,182cm,Right
261222,P. Vite,21,Ecuador,Vancouver Whitecaps,Major League Soccer (Canada),€2.3M,€2K,57.2,74.6,53.0,9.8,67,CAM,168cm,Left
261182,J. Malatini,22,Argentina,Defensa y Justicia,Liga Profesional (Argentina),€2M,€4K,47.0,67.6,62.3,12.8,67,RB,190cm,Right
261140,J. Brown,24,Jamaica,Vancouver Whitecaps,Major League Soccer (Canada),€1.4M,€2K,52.0,68.0,68.7,7.8,67,CB,180cm,Right
261139,R. Martínez,27,Paraguay,Olimpia,Primera División (Paraguay),€1.2M,€500,51.2,59.8,68.0,8.8,67,CB,187cm,Right
261094,N. Previtali,26,Argentina,Independiente del Valle,Liga Pro (Ecuador),€1.1M,€500,46.0,61.4,63.3,7.6,67,CDM,184cm,Right
261069,Cacá,22,Brazil,Tokushima Vortis,J-League (Japan),€2.1M,€1K,39.0,63.2,66.7,10.6,67,CB,187cm,Right
261063,Lee Tae Suk,20,Korea Republic,Seoul,K League 1 (Korea Republic),€2.1M,€2K,47.2,76.0,62.0,9.6,67,LWB,174cm,Left
261040,B. Racovițan,23,Romania,Raków Częstochowa,Ekstraklasa (Poland),€2.1M,€3K,40.0,65.0,66.0,11.6,67,CB,187cm,Right
261019,R. Bochi,33,Argentina,Instituto,Liga Profesional (Argentina),€500K,€4K,51.6,71.0,61.7,10.6,67,CDM,175cm,Right
261015,T. Palacios,20,Argentina,Torque,Primera Division (Uruguay),€2.5M,€500,56.8,74.6,55.0,11.2,67,RM,165cm,Right
261004,A. Forson,20,Ghana,Salzburg,Bundesliga (Austria),€2.2M,€5K,55.4,81.6,55.0,8.6,67,LM,173cm,Left
260958,K. Rolón,21,Uruguay,Wanderers,Primera Division (Uruguay),€2M,€500,46.0,69.4,65.3,8.6,67,LB,171cm,Left
260875,A. Frimpong,27,Ghana,Al-Ain,Pro League (Saudi Arabia),€1.1M,€7K,36.2,63.2,68.3,8.6,67,CB,184cm,Right
260874,S. Radić,23,Croatia,Fortuna Sittard,Eredivisie (Netherlands),€1.5M,€4K,45.8,56.2,63.3,9.8,67,CB,191cm,Right
260811,M. Curiel,33,Peru,UTC Cajamarca,Primera Division (Peru),€650K,€500,61.6,63.8,16.0,10.2,67,ST,190cm,Left
260807,N. Kvekveskiri,31,Georgia,Lech Poznań,Ekstraklasa (Poland),€725K,€4K,56.4,64.8,64.3,9.8,67,CDM,184cm,Right
260803,C. Grados,28,Peru,César Vallejo,Primera Division (Peru),€950K,€500,14.6,41.0,12.7,66.2,67,GK,185cm,Right
260736,V. Rodríguez,22,Uruguay,Peñarol,Primera Division (Uruguay),€2M,€500,63.4,75.0,59.0,9.4,67,LB,173cm,Left
260708,M. García,22,Argentina,Sarmiento,Liga Profesional (Argentina),€2M,€4K,51.0,73.0,64.0,10.0,67,RWB,175cm,Right
260651,B. Traore,20,Côte d'Ivoire,Sheffield United,Premier League (England),€2.5M,€10K,55.8,83.0,31.3,9.6,67,CAM,172cm,Right
260637,Lincoln,20,Brazil,Vissel Kobe,J-League (Japan),€2.3M,€3K,63.6,67.8,15.7,10.2,67,ST,180cm,Right
260610,A. Oguns,22,Nigeria,Caracas,Primera Division (Venezuela),€2.1M,€500,63.4,67.4,22.3,9.4,67,ST,179cm,Right
260591,O. Campos,18,Mexico,Santos Laguna,Liga MX (Mexico),€2.5M,€2K,58.4,76.0,63.3,10.6,67,LM,174cm,Left
260569,U. Meleke,23,Côte d'Ivoire,Voluntari,Liga 1 (Romania),€2.1M,€4K,40.0,71.0,65.0,9.6,67,CB,181cm,Right
260567,O. Sæter,27,Norway,Rosenborg,Eliteserien (Norway),€1.2M,€3K,59.8,65.2,24.7,10.2,67,ST,186cm,Left
260523,P. Aaronson,19,United States,Eintracht Frankfurt,Bundesliga (Germany),€2.4M,€7K,54.4,74.2,40.3,10.2,67,CAM,175cm,Right
260508,Jaime Santos,26,Spain,Palmaflor del Trópico,Liga De Futbol Prof (Bolivia),€1.1M,€500,58.0,70.6,42.7,14.6,67,RW,178cm,Right
260501,Ł. Łakomy,22,Poland,Young Boys,Super League (Switzerland),€2.4M,€6K,47.6,63.2,62.0,8.8,67,CDM,183cm,Right
260383,V. Lunddal,21,Iceland,Häcken,Allsvenskan (Sweden),€2.2M,€2K,46.6,59.8,63.0,8.0,67,RB,191cm,Right
260336,R. Guerrero,29,Venezuela,Academia Puerto Cabello,Primera Division (Venezuela),€1M,€500,53.6,74.6,43.3,9.0,67,RM,166cm,Right
260328,R. Manjarrés,21,Colombia,Junior,Liga BetPlay (Colombia),€2.3M,€950,60.2,64.4,58.3,9.4,67,CM,181cm,Right
260309,J. Pucheta,29,Argentina,Macará,Liga Pro (Ecuador),€850K,€500,12.8,37.8,11.3,66.6,67,GK,184cm,Right
260304,Roger,26,Brazil,UTA Arad,Liga 1 (Romania),€1.1M,€3K,59.0,70.8,47.7,8.8,67,LM,180cm,Left
260295,B. Benamar,26,Morocco,FC Volendam,Eredivisie (Netherlands),€1.2M,€3K,41.6,61.2,66.0,7.4,67,CB,191cm,Right
260269,M. Monzeglio,21,Uruguay,Nacional,Primera Division (Uruguay),€2.3M,€500,56.8,60.8,22.0,9.0,67,CAM,181cm,Right
260265,Á. Quiroga,28,Bolivia,The Strongest,Liga De Futbol Prof (Bolivia),€1M,€500,61.0,65.6,58.3,8.8,67,CM,175cm,Right
260264,N. Ohio,20,Netherlands,Standard Liège,Jupiler Pro League (Belgium),€2.3M,€5K,56.4,75.6,22.0,10.4,67,ST,183cm,Left
260253,J. Medina,30,Venezuela,Estudiantes Mérida,Primera Division (Venezuela),€825K,€500,47.6,57.4,66.0,10.2,67,CB,187cm,Right
260247,M. Rogers,20,England,Middlesbrough,Championship (England),€2.5M,€7K,59.0,65.0,40.3,10.6,67,RM,187cm,Right
260237,D. Guindo,20,Mali,Salzburg,Bundesliga (Austria),€2.3M,€4K,47.0,75.2,61.3,11.2,67,LB,183cm,Left
260236,D. Nene,20,Mali,Salzburg,Bundesliga (Austria),€2.3M,€6K,61.0,81.2,38.7,7.0,67,CAM,174cm,Left
260094,Lucas Maia,28,Brazil,Puebla,Liga MX (Mexico),€975K,€3K,52.2,63.2,65.3,10.4,67,CB,192cm,Left
260086,Alex Millán,23,Spain,Real Oviedo,La Liga 2 (Spain),€2.1M,€4K,61.6,63.8,31.7,10.2,67,ST,182cm,Right
260050,Y. Chacón,20,Venezuela,Deportivo Táchira,Primera Division (Venezuela),€2.5M,€500,52.6,79.2,27.7,9.0,67,CAM,169cm,Right
260045,C. Vivas,21,Venezuela,Deportivo Táchira,Primera Division (Venezuela),€2.1M,€500,42.2,60.0,64.3,9.2,67,CB,182cm,Right
260021,M. Cardozo,38,Paraguay,12 de Octubre,Primera División (Paraguay),€110K,€500,10.8,40.8,11.0,65.8,67,GK,178cm,Right
259960,P. Siles,30,Bolivia,Blooming,Liga De Futbol Prof (Bolivia),€850K,€500,57.6,58.0,63.0,9.2,67,CDM,184cm,Left
259949,J. Villamarín,29,Peru,Universitario,Primera Division (Peru),€1M,€500,65.0,69.4,44.7,12.6,67,CF,175cm,Right
259942,R. Ardiles,34,Peru,Ayacucho,Primera Division (Peru),€475K,€500,51.8,65.0,41.3,7.6,67,CAM,160cm,Right
259941,J. Murrugarra,26,Peru,Universitario,Primera Division (Peru),€1.3M,€500,48.0,61.2,63.7,7.6,67,CDM,177cm,Right
259929,J. Álvarez,27,Uruguay,Banfield,Liga Profesional (Argentina),€1.1M,€6K,53.2,70.8,56.0,11.2,67,LM,175cm,Left
259928,F. Pizzichillo,25,Uruguay,Santos Laguna,Liga MX (Mexico),€1.2M,€7K,45.8,69.4,64.0,10.6,67,RB,177cm,Right
259905,L. Cano,23,Ecuador,Aucas,Liga Pro (Ecuador),€1.6M,€500,55.0,67.6,49.7,9.6,67,CAM,167cm,Left
259893,D. Hernández,22,Uruguay,Wanderers,Primera Division (Uruguay),€2.1M,€500,59.0,74.8,45.7,10.6,67,CAM,174cm,Left
259885,M. Silveira,22,Uruguay,Wanderers,Primera Division (Uruguay),€2M,€500,15.4,52.4,10.0,64.4,67,GK,187cm,Right
259883,M. Méndez,24,Uruguay,Estudiantes,Liga Profesional (Argentina),€1.4M,€5K,64.2,66.8,30.7,10.8,67,ST,179cm,Right
259847,F. La Mantía,26,Venezuela,Deportivo La Guaira,Primera Division (Venezuela),€1.3M,€500,56.4,59.4,70.0,8.0,67,CB,182cm,Right
259807,D. Agrón,22,Colombia,Emelec,Liga Pro (Ecuador),€2.1M,€500,40.8,58.2,65.0,9.6,67,CB,182cm,Left
259800,L. Jaldín,31,Bolivia,Palmaflor del Trópico,Liga De Futbol Prof (Bolivia),€750K,€500,51.2,64.6,66.0,9.6,67,RB,175cm,Right
259796,R. Balderrama,26,Bolivia,Palmaflor del Trópico,Liga De Futbol Prof (Bolivia),€1.2M,€500,57.0,67.8,36.0,7.8,67,RM,172cm,Right
259763,V. Lund,20,Denmark,København,Superliga (Denmark),€2.1M,€5K,53.4,58.4,65.7,10.2,67,CB,193cm,Left
259752,L. Schuler,24,Germany,Magdeburg,2. Bundesliga (Germany),€1.6M,€5K,57.8,64.8,28.7,11.0,67,ST,190cm,Right
259751,M. Hoppe,22,United States,San Jose Earthquakes,Major League Soccer (United States),€2.3M,€9K,60.8,69.2,20.7,11.2,67,ST,190cm,Right
259706,P. Delvalle,28,Paraguay,Sol de América,Primera División (Paraguay),€1M,€500,56.4,75.4,24.0,10.8,67,LM,172cm,Left
259700,J. Verdún,32,Paraguay,Sol de América,Primera División (Paraguay),€825K,€500,58.8,61.4,16.7,11.4,67,ST,177cm,Right
259699,I. Jara,25,Chile,Unión Española,Primera Division (Chile),€1.3M,€2K,52.8,71.2,33.7,12.2,67,CAM,168cm,Left
259691,E. Borges,33,Uruguay,Cerro Largo,Primera Division (Uruguay),€650K,€5K,57.4,59.0,20.3,10.2,67,ST,179cm,Left
259619,J. Chura,21,Bolivia,The Strongest,Liga De Futbol Prof (Bolivia),€2.3M,€500,55.4,79.2,18.7,9.2,67,RM,166cm,Right
259607,F. Alonso,30,Uruguay,Universitario,Primera Division (Peru),€825K,€500,37.8,54.4,68.3,10.6,67,CB,186cm,Right
259570,F. Orozco,21,Argentina,Lanús,Liga Profesional (Argentina),€2.5M,€4K,58.6,71.2,29.3,9.4,67,RM,165cm,Right
259563,D. Rots,21,Netherlands,FC Twente,Eredivisie (Netherlands),€1.6M,€4K,57.8,75.4,31.3,11.2,67,CAM,178cm,Left
259361,F. Román,23,Paraguay,Nacional Asunción,Primera División (Paraguay),€1.5M,€500,51.6,70.4,67.0,9.0,67,LB,180cm,Left
259325,Galego,26,Brazil,Gangwon,K League 1 (Korea Republic),€1.2M,€3K,58.6,71.6,49.0,9.8,67,LW,176cm,Left
259299,J. Siebert,21,Germany,Fortuna Düsseldorf,2. Bundesliga (Germany),€2.1M,€6K,43.2,59.8,66.0,10.0,67,CB,193cm,Right
259261,B. Alhassan,23,Ghana,Hermannstadt,Liga 1 (Romania),€2.3M,€3K,58.6,75.2,59.7,10.8,67,RM,187cm,Right
259252,E. Ramírez,24,Venezuela,Atlético Nacional,Liga BetPlay (Colombia),€2.1M,€2K,61.8,64.2,24.3,7.4,67,ST,190cm,Right
259240,A. Wharton,19,England,Blackburn Rovers,Championship (England),€2.3M,€7K,58.6,70.2,62.3,9.4,67,CM,182cm,Left
259150,A. Ndiaye,21,Senegal,Troyes,Ligue 2 (France),€2.4M,€2K,39.4,55.8,66.7,10.6,67,CB,185cm,Left
259094,A. Alipour,27,Iran,Gil Vicente,Liga Portugal (Portugal),€1.1M,€5K,62.2,70.2,17.3,11.2,67,ST,181cm,Right
259088,A. Medioub,24,Algeria,Bordeaux,Ligue 2 (France),€1.5M,€2K,41.2,49.8,66.3,7.8,67,CB,197cm,Right
259054,Tiago Morais,19,Portugal,Boavista,Liga Portugal (Portugal),€2.6M,€3K,61.6,77.6,22.3,11.6,67,CAM,171cm,Right
259026,B. García,22,Ecuador,Independiente del Valle,Liga Pro (Ecuador),€2.1M,€500,53.0,70.8,50.3,9.4,67,RM,175cm,Right
259022,K. Çalhanoğlu,20,Germany,SpVgg Greuther Fürth,2. Bundesliga (Germany),€2.1M,€3K,57.0,72.6,60.3,12.0,67,LWB,183cm,Left
258787,C. Trujillo,24,Colombia,Deportes Tolima,Liga BetPlay (Colombia),€1.9M,€700,51.4,72.0,62.7,9.6,67,CM,174cm,Right
258777,A. Demirbağ,25,Turkey,Konyaspor,Super Lig (Turkey),€1.3M,€6K,43.4,56.0,68.3,8.2,67,CB,185cm,Right
258758,T. Corbeanu,21,Canada,Grasshopper,Super League (Switzerland),€2.3M,€14K,57.0,72.8,48.0,7.8,67,LM,190cm,Left
258687,B. Popovic,23,Serbia,Cercle Brugge,Jupiler Pro League (Belgium),€1.9M,€4K,46.6,58.6,66.7,8.6,67,CB,189cm,Right
258684,Salinas,22,Spain,Elche,La Liga 2 (Spain),€2.2M,€3K,54.0,66.2,64.0,10.4,67,LB,179cm,Left
258655,D. Bureković,26,Bosnia and Herzegovina,Göztepe,Super Lig (Turkey),€1.2M,€5K,57.8,69.8,61.7,10.0,67,LB,178cm,Left
258642,Nuno Lima,22,Portugal,Alanyaspor,Super Lig (Turkey),€2.4M,€4K,40.2,61.2,68.7,11.8,67,CB,184cm,Right
258598,N. Khacef,25,Algeria,Gaziantep F.K.,Super Lig (Turkey),€1.4M,€5K,44.8,65.6,66.0,10.4,67,LWB,179cm,Left
258590,K. Varga,26,Hungary,Hatayspor,Super Lig (Turkey),€1.2M,€5K,57.8,75.8,33.0,10.8,67,LM,178cm,Right
258573,Eduardo Mancha,24,Brazil,Farense,Liga Portugal (Portugal),€1.4M,€2K,43.8,61.6,69.3,9.4,67,CB,187cm,Left
258563,Caio Alexandre,24,Brazil,Vancouver Whitecaps,Major League Soccer (Canada),€1.5M,€3K,54.6,70.0,65.0,11.0,67,CAM,174cm,Right
258549,J. Amofa,24,Netherlands,Go Ahead Eagles,Eredivisie (Netherlands),€1.9M,€3K,44.2,69.6,66.3,8.6,67,CB,185cm,Right
258526,S. Elisor,23,France,Metz,Ligue 1 (France),€1.6M,€6K,62.8,66.8,32.7,12.0,67,ST,186cm,Left
258520,A. Üner,22,Turkey,Beşiktaş,Super Lig (Turkey),€2.3M,€13K,62.0,76.2,35.3,10.0,67,RM,170cm,Right
